RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
   10   14     0     0  con    0  1.0D+00  1.2D-01  4.255D+01  6.357D+01
   11   15     0     0  con    0  1.0D+00  1.5D-01  2.698D+01  5.321D+01
   12   16     0     0  con    0  1.0D+00  2.4D-01  2.465D+01  4.073D+01
   13   17     0     0  con    0  1.0D+00  3.1D-01  6.446D+01  3.362D+01
   14   18     0     0  con    0  1.0D+00  1.5D-01  5.245D+01  3.049D+01
   15   20     0     0  con    1  9.2D-02  2.5D-02  2.225D+01  2.993D+01
   16   21     0     0  con    0  1.0D+00  2.0D-01  1.526D+01  2.818D+01
   17   22     0     0  con    0  1.0D+00  1.5D-01  1.411D+01  2.720D+01
   18   23     0     0  con    0  1.0D+00  2.8D-01  1.034D+01  2.488D+01
   19   24     0     0  con    0  1.0D+00  3.3D-01  1.151D+01  2.306D+01
   20   25     0     0  con    0  1.0D+00  2.7D-01  8.018D+00  2.176D+01
   21   26     0     0  con    0  1.0D+00  2.5D-01  6.074D+00  2.096D+01
   22   27     0     0  con    0  1.0D+00  2.3D-01  9.030D+00  2.017D+01
   23   28     0     0  con    0  1.0D+00  2.7D-01  8.551D+00  1.917D+01
   24   29     0     0  con    0  1.0D+00  3.6D-01  1.613D+01  1.898D+01
   25   30     0     0  con    0  1.0D+00  3.0D-01  2.663D+01  1.798D+01
   26   32     0     0  con    1  3.2D-01  7.8D-02  1.039D+01  1.762D+01
   27   33     0     0  con    0  1.0D+00  1.3D-01  4.040D+00  1.735D+01
   28   34     0     0  con    0  1.0D+00  4.6D-02  3.758D+00  1.718D+01
   29   35     0     0  con    0  1.0D+00  1.3D-01  4.480D+00  1.669D+01
   30   36     0     0  con    0  1.0D+00  1.2D-01  5.360D+00  1.630D+01
   31   37     0     0  con    0  1.0D+00  2.5D-01  1.029D+01  1.573D+01
   32   38     0     0  con    0  1.0D+00  2.4D-01  4.530D+00  1.538D+01
   33   39     0     0  con    0  1.0D+00  3.9D-02  2.897D+00  1.518D+01
   34   40     0     0  con    0  1.0D+00  5.0D-02  3.269D+00  1.503D+01
   35   41     0     0  con    0  1.0D+00  3.7D-02  2.665D+00  1.497D+01
   36   42     0     0  con    0  1.0D+00  3.9D-02  4.345D+00  1.493D+01
   37   44     0     0  con    1  4.0D-01  1.7D-02  4.403D+00  1.490D+01
   38   45     0     0  con    0  1.0D+00  1.8D-02  3.624D+00  1.487D+01
   39   46     0     0  con    0  1.0D+00  3.7D-02  2.876D+00  1.482D+01
   40   47     0     0  con    0  1.0D+00  2.1D-02  2.083D+00  1.478D+01
   41   48     0     0  con    0  1.0D+00  5.4D-02  2.161D+00  1.469D+01
   42   49     0     0  con    0  1.0D+00  7.8D-02  2.870D+00  1.465D+01
   43   50     0     0  con    0  1.0D+00  5.3D-02  2.681D+00  1.461D+01
   44   51     0     0  con    0  1.0D+00  2.2D-02  9.995D-01  1.458D+01
   45   52     0     0  con    0  1.0D+00  7.0D-03  1.092D+00  1.457D+01
   46   53     0     0  con    0  1.0D+00  3.7D-02  2.317D+00  1.453D+01
   47   54     0     0  con    0  1.0D+00  4.7D-02  2.506D+00  1.449D+01
   48   56     0     0  con    1  7.6D-02  8.1D-03  4.063D+00  1.448D+01
   49   57     0     0  con    0  1.0D+00  6.2D-02  2.669D+00  1.445D+01
   50   58     0     0  con    0  1.0D+00  3.8D-02  1.497D+00  1.442D+01
   51   59     0     0  con    0  1.0D+00  4.3D-02  1.142D+00  1.439D+01
   52   60     0     0  con    0  1.0D+00  3.1D-02  1.592D+00  1.437D+01
   53   61     0     0  con    0  1.0D+00  3.4D-02  1.483D+00  1.435D+01
   54   62     0     0  con    0  1.0D+00  6.0D-02  3.346D+00  1.434D+01
   55   63     0     0  con    0  1.0D+00  8.8D-03  6.096D-01  1.432D+01
   56   64     0     0  con    0  1.0D+00  4.4D-03  4.672D-01  1.431D+01
   57   65     0     0  con    0  1.0D+00  8.9D-03  6.227D-01  1.431D+01
   58   66     0     0  con    0  1.0D+00  1.5D-02  8.447D-01  1.430D+01
   59   68     0     0  con    1  4.6D-01  1.4D-02  1.996D+00  1.430D+01
   60   69     0     0  con    0  1.0D+00  2.8D-02  6.148D-01  1.429D+01
   61   70     0     0  con    0  1.0D+00  8.2D-03  4.082D-01  1.429D+01
   62   71     0     0  con    0  1.0D+00  2.4D-02  1.701D+00  1.429D+01
   63   72     0     0  con    0  1.0D+00  1.5D-02  5.653D-01  1.428D+01
   64   73     0     0  con    0  1.0D+00  6.1D-03  5.060D-01  1.428D+01
   65   74     0     0  con    0  1.0D+00  9.4D-03  7.245D-01  1.428D+01
   66   75     0     0  con    0  1.0D+00  1.1D-02  8.405D-01  1.427D+01
   67   76     0     0  con    0  1.0D+00  3.9D-02  1.590D+00  1.427D+01
   68   77     0     0  con    0  1.0D+00  1.2D-02  4.498D-01  1.426D+01
   69   78     0     0  con    0  1.0D+00  5.2D-03  2.808D-01  1.426D+01
   70   79     0     0  con    0  1.0D+00  3.7D-03  5.798D-01  1.426D+01
   71   80     0     0  con    0  1.0D+00  9.6D-03  6.146D-01  1.426D+01
   72   81     0     0  con    0  1.0D+00  3.2D-03  5.354D-01  1.426D+01
   73   82     0     0  con    0  1.0D+00  2.1D-03  4.699D-01  1.426D+01
   74   83     0     0  con    0  1.0D+00  3.4D-03  3.422D-01  1.426D+01
   75   84     0     0  con    0  1.0D+00  7.8D-03  5.532D-01  1.426D+01
   76   85     0     0  con    0  1.0D+00  9.6D-03  3.762D-01  1.426D+01
   77   87     0     0  con    1  2.8D-01  9.1D-03  8.619D-01  1.425D+01
   78   88     0     0  con    0  1.0D+00  3.4D-03  6.523D-01  1.425D+01
   79   89     0     0  con    0  1.0D+00  5.9D-03  3.683D-01  1.425D+01
   80   90     0     0  con    0  1.0D+00  4.1D-03  4.496D-01  1.425D+01
   81   91     0     0  con    0  1.0D+00  1.1D-02  4.011D-01  1.425D+01
   82   93     0     0  con    1  3.5D-01  5.8D-03  1.037D+00  1.425D+01
   83   94     0     0  con    0  1.0D+00  8.6D-03  5.507D-01  1.425D+01
   84   95     0     0  con    0  1.0D+00  3.2D-03  3.599D-01  1.425D+01
   85   96     0     0  con    0  1.0D+00  2.5D-03  4.902D-01  1.425D+01
   86   97     0     0  con    0  1.0D+00  5.2D-03  7.084D-01  1.425D+01
   87   98     0     0  con    0  1.0D+00  1.3D-02  9.372D-01  1.424D+01
   88   99     0     0  con    0  1.0D+00  2.4D-02  1.102D+00  1.424D+01
   89  101     0     0  con    1  2.7D-01  1.1D-02  5.893D-01  1.424D+01
   90  102     0     0  con    0  1.0D+00  5.5D-03  3.141D-01  1.424D+01
   91  103     0     0  con    0  1.0D+00  3.6D-03  2.500D-01  1.424D+01
   92  104     0     0  con    0  1.0D+00  4.1D-03  2.455D-01  1.424D+01
   93  105     0     0  con    0  1.0D+00  9.6D-03  5.908D-01  1.424D+01
   94  107     0     0  con    1  5.2D-01  6.1D-03  2.706D-01  1.424D+01
   95  108     0     0  con    0  1.0D+00  2.0D-03  2.674D-01  1.424D+01
   96  109     0     0  con    0  1.0D+00  4.4D-03  2.152D-01  1.423D+01
   97  110     0     0  con    0  1.0D+00  1.5D-02  3.189D-01  1.423D+01
   98  112     0     0  con    1  3.9D-01  7.5D-03  6.162D-01  1.423D+01
   99  113     0     0  con    0  1.0D+00  8.7D-03  4.120D-01  1.423D+01
  100  114     0     0  con    0  1.0D+00  9.0D-03  2.822D-01  1.423D+01

STOP: TOTAL NO. of ITERATIONS REACHED LIMIT                 

 Total User time 3.724E-01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =           65     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     7.544D+03  9.961D+02
    1    4     1     0  ---    2  2.7D-06  8.2D-02  1.904D+03  5.702D+02
    2    5     0     0  con    0  1.0D+00  1.4D-02  1.732D+03  4.770D+02
    3    7     0     0  con    1  2.9D-01  3.4D-02  8.148D+02  3.298D+02
    4    8     0     0  con    0  1.0D+00  3.6D-02  1.338D+03  2.794D+02
    5    9     0     0  con    0  1.0D+00  2.9D-02  8.802D+02  2.154D+02
    6   10     0     0  con    0  1.0D+00  6.8D-02  4.667D+02  1.314D+02
    7   11     0     0  con    0  1.0D+00  6.0D-02  2.747D+02  9.078D+01
    8   12     0     0  con    0  1.0D+00  7.5D-02  1.499D+02  6.287D+01
    9   13     0     0  con    0  1.0D+00  8.0D-02  8.443D+01  4.678D+01
   10   14     0     0  con    0  1.0D+00  9.0D-02  4.735D+01  3.653D+01
   11   15     0     0  con    0  1.0D+00  1.1D-01  2.575D+01  2.863D+01
   12   16     0     0  con    0  1.0D+00  1.7D-01  1.966D+01  1.942D+01
   13   17     0     0  con    0  1.0D+00  3.4D-01  3.655D+01  9.969D+00
   14   18     0     0  con    0  1.0D+00  8.7D-02  2.381D+01  8.286D+00
   15   19     0     0  con    0  1.0D+00  1.6D-01  2.396D+01  6.951D+00
   16   20     0     0  con    0  1.0D+00  1.7D-01  1.095D+01  5.615D+00
   17   21     0     0  con    0  1.0D+00  1.5D-01  8.390D+00  4.924D+00
   18   22     0     0  con    0  1.0D+00  2.3D-01  6.171D+00  4.009D+00
   19   23     0     0  con    0  1.0D+00  1.5D-01  3.278D+00  3.577D+00
   20   24     0     0  con    0  1.0D+00  7.7D-02  1.991D+00  3.392D+00
   21   25     0     0  con    0  1.0D+00  6.0D-02  1.186D+00  3.311D+00
   22   26     0     0  con    0  1.0D+00  4.9D-02  1.131D+00  3.250D+00
   23   27     0     0  con    0  1.0D+00  6.8D-02  1.276D+00  3.184D+00
   24   28     0     0  con    0  1.0D+00  8.2D-02  1.588D+00  3.133D+00
   25   29     0     0  con    0  1.0D+00  9.0D-02  1.422D+00  3.104D+00
   26   31     0     0  con    1  3.5D-01  1.9D-02  2.288D+00  3.091D+00
   27   32     0     0  con    0  1.0D+00  2.3D-02  1.119D+00  3.060D+00
   28   33     0     0  con    0  1.0D+00  1.7D-02  1.126D+00  3.054D+00
   29   34     0     0  con    0  1.0D+00  8.4D-02  1.024D+00  3.033D+00
   30   35     0     0  con    0  1.0D+00  5.0D-02  5.484D-01  3.011D+00
   31   36     0     0  con    0  1.0D+00  4.3D-02  5.922D-01  2.995D+00
   32   37     0     0  con    0  1.0D+00  5.9D-02  3.809D-01  2.972D+00
   33   38     0     0  con    0  1.0D+00  1.1D-01  1.006D+00  2.960D+00
   34   39     0     0  con    0  1.0D+00  3.3D-02  6.124D-01  2.937D+00
   35   40     0     0  con    0  1.0D+00  2.6D-02  3.838D-01  2.928D+00
   36   41     0     0  con    0  1.0D+00  3.4D-02  4.262D-01  2.920D+00
   37   43     0     0  con    1  9.6D-02  1.1D-02  7.367D-01  2.919D+00
   38   44     0     0  con    0  1.0D+00  2.1D-02  3.883D-01  2.915D+00
   39   45     0     0  con    0  1.0D+00  1.8D-02  2.616D-01  2.913D+00
   40   46     0     0  con    0  1.0D+00  1.7D-02  4.396D-01  2.911D+00
   41   47     0     0  con    0  1.0D+00  1.6D-02  3.434D-01  2.908D+00
   42   48     0     0  con    0  1.0D+00  8.5D-03  2.780D-01  2.906D+00
   43   49     0     0  con    0  1.0D+00  2.1D-02  1.976D-01  2.903D+00
   44   50     0     0  con    0  1.0D+00  1.8D-02  2.440D-01  2.901D+00
   45   51     0     0  con    0  1.0D+00  2.0D-02  4.291D-01  2.899D+00
   46   52     0     0  con    0  1.0D+00  7.4D-03  1.244D-01  2.897D+00
   47   53     0     0  con    0  1.0D+00  3.5D-03  1.169D-01  2.897D+00
   48   54     0     0  con    0  1.0D+00  2.4D-03  1.619D-01  2.897D+00
   49   55     0     0  con    0  1.0D+00  9.6D-03  3.961D-01  2.896D+00
   50   56     0     0  con    0  1.0D+00  5.0D-03  2.258D-01  2.895D+00
   51   57     0     0  con    0  1.0D+00  6.3D-03  9.555D-02  2.895D+00
   52   58     0     0  con    0  1.0D+00  4.6D-03  1.528D-01  2.895D+00
   53   59     0     0  con    0  1.0D+00  4.7D-03  1.680D-01  2.894D+00
   54   60     0     0  con    0  1.0D+00  1.1D-02  1.505D-01  2.894D+00
   55   62     0     0  con    1  3.4D-01  7.5D-03  1.037D-01  2.893D+00
   56   63     0     0  con    0  1.0D+00  2.9D-03  5.851D-02  2.893D+00
   57   64     0     0  con    0  1.0D+00  5.0D-03  5.251D-02  2.893D+00
   58   66     0     0  con    1  2.4D-01  2.2D-03  9.016D-02  2.893D+00
   59   67     0     0  con    0  1.0D+00  2.3D-03  7.486D-02  2.893D+00
   60   68     0     0  con    0  1.0D+00  7.7D-03  8.269D-02  2.892D+00
   61   69     0     0  con    0  1.0D+00  5.4D-03  4.804D-02  2.892D+00
   62   70     0     0  con    0  1.0D+00  1.3D-03  3.028D-02  2.892D+00
   63   71     0     0  con    0  1.0D+00  2.0D-03  3.279D-02  2.892D+00
   64   72     0     0  con    0  1.0D+00  5.1D-03  1.026D-01  2.892D+00
   65   73     0     0  con    0  1.0D+00  2.6D-03  6.749D-02  2.892D+00
   66   74     0     0  con    0  1.0D+00  3.0D-03  3.366D-02  2.892D+00
   67   75     0     0  con    0  1.0D+00  1.9D-03  4.361D-02  2.892D+00
   68   76     0     0  con    0  1.0D+00  2.0D-03  3.124D-02  2.892D+00
   69   77     0     0  con    0  1.0D+00  3.1D-03  1.872D-02  2.892D+00
   70   79     0     0  con    1  2.0D-01  8.7D-04  3.188D-02  2.892D+00
   71   80     0     0  con    0  1.0D+00  1.5D-03  1.449D-02  2.892D+00
   72   81     0     0  con    0  1.0D+00  2.8D-04  1.100D-02  2.892D+00
   73   83     0     0  con    1  5.2D-01  7.7D-04  3.508D-02  2.892D+00
   74   84     0     0  con    0  1.0D+00  4.6D-04  2.381D-02  2.892D+00
   75   85     0     0  con    0  1.0D+00  1.2D-03  2.943D-02  2.892D+00
   76   86     0     0  con    0  1.0D+00  1.1D-03  3.246D-02  2.892D+00
   77   87     0     0  con    0  1.0D+00  1.5D-03  2.751D-02  2.892D+00
   78   88     0     0  con    0  1.0D+00  4.3D-03  4.082D-02  2.892D+00
   79   90     0     0  con    1  2.3D-01  1.8D-03  2.204D-02  2.892D+00
   80   91     0     0  con    0  1.0D+00  5.5D-04  8.243D-03  2.892D+00
   81   92     0     0  con    0  1.0D+00  6.2D-04  1.063D-02  2.892D+00
   82   93     0     0  con    0  1.0D+00  3.5D-04  1.229D-02  2.892D+00
   83   95     0     0  con    1  2.3D-01  5.3D-04  2.381D-02  2.892D+00
   84   96     0     0  con    0  1.0D+00  9.9D-04  9.436D-03  2.892D+00
   85   97     0     0  con    0  1.0D+00  7.5D-04  1.218D-02  2.892D+00
   86   98     0     0  con    0  1.0D+00  1.3D-03  2.852D-02  2.892D+00
   87   99     0     0  con    0  1.0D+00  3.8D-04  8.022D-03  2.892D+00
   88  100     0     0  con    0  1.0D+00  5.9D-05  6.045D-03  2.892D+00
   89  101     0     0  con    0  1.0D+00  1.8D-04  7.075D-03  2.892D+00
   90  102     0     0  con    0  1.0D+00  2.6D-04  8.444D-03  2.892D+00
   91  103     0     0  con    0  1.0D+00  7.3D-04  1.044D-02  2.892D+00
   92  104     0     0  con    0  1.0D+00  2.3D-03  1.145D-02  2.892D+00
   93  105     0     0  con    0  1.0D+00  8.0D-04  9.180D-03  2.892D+00
   94  106     0     0  con    0  1.0D+00  1.2D-03  1.331D-02  2.892D+00
   95  108     0     0  con    1  4.7D-01  6.7D-04  7.968D-03  2.892D+00
   96  109     0     0  con    0  1.0D+00  1.0D-03  8.404D-03  2.892D+00
   97  110     0     0  con    0  1.0D+00  1.5D-03  1.387D-02  2.892D+00
   98  111     0     0  con    0  1.0D+00  1.4D-03  6.758D-03  2.892D+00
   99  112     0     0  con    0  1.0D+00  1.2D-03  1.723D-02  2.892D+00
  100  113     0     0  con    0  1.0D+00  8.7D-04  6.518D-03  2.892D+00

STOP: TOTAL NO. of ITERATIONS REACHED LIMIT                 

 Total User time 1.613E-01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =           65     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     7.030D+03  9.961D+02
    1    4     1     0  ---    2  2.6D-06  7.8D-02  1.967D+03  6.004D+02
    2    5     0     0  con    0  1.0D+00  1.4D-02  1.710D+03  5.096D+02
    3    7     0     0  con    1  3.7D-01  3.2D-02  1.046D+03  3.848D+02
    4    8     0     0  con    0  1.0D+00  2.6D-02  1.348D+03  3.383D+02
    5    9     0     0  con    0  1.0D+00  6.5D-02  1.138D+03  2.328D+02
    6   10     0     0  con    0  1.0D+00  7.8D-02  5.843D+02  1.377D+02
    7   11     0     0  con    0  1.0D+00  6.9D-02  3.382D+02  9.469D+01
    8   12     0     0  con    0  1.0D+00  7.8D-02  1.916D+02  6.818D+01
    9   13     0     0  con    0  1.0D+00  8.3D-02  1.095D+02  5.274D+01
   10   14     0     0  con    0  1.0D+00  9.3D-02  6.280D+01  4.298D+01
   11   15     0     0  con    0  1.0D+00  1.1D-01  4.247D+01  3.644D+01
   12   16     0     0  con    0  1.0D+00  1.3D-01  2.837D+01  3.134D+01
   13   17     0     0  con    0  1.0D+00  1.7D-01  1.735D+01  2.635D+01
   14   18     0     0  con    0  1.0D+00  2.6D-01  1.382D+01  1.974D+01
   15   20     0     0  con    1  7.3D-02  6.2D-02  3.451D+01  1.919D+01
   16   21     0     0  con    0  1.0D+00  3.0D-01  2.932D+01  1.631D+01
   17   22     0     0  con    0  1.0D+00  2.8D-01  1.210D+01  1.198D+01
   18   23     0     0  con    0  1.0D+00  2.6D-01  1.302D+01  1.038D+01
   19   24     0     0  con    0  1.0D+00  5.2D-01  9.525D+00  8.472D+00
   20   25     0     0  con    0  1.0D+00  1.8D-01  7.645D+00  7.729D+00
   21   26     0     0  con    0  1.0D+00  1.8D-01  2.586D+00  7.073D+00
   22   27     0     0  con    0  1.0D+00  6.8D-02  2.794D+00  6.819D+00
   23   28     0     0  con    0  1.0D+00  9.4D-02  2.637D+00  6.507D+00
   24   29     0     0  con    0  1.0D+00  2.1D-01  3.578D+00  6.138D+00
   25   30     0     0  con    0  1.0D+00  8.9D-02  1.903D+00  6.004D+00
   26   31     0     0  con    0  1.0D+00  2.4D-02  4.958D+00  5.953D+00
   27   32     0     0  con    0  1.0D+00  3.9D-02  2.177D+00  5.885D+00
   28   33     0     0  con    0  1.0D+00  4.4D-02  1.317D+00  5.850D+00
   29   34     0     0  con    0  1.0D+00  5.8D-02  1.283D+00  5.802D+00
   30   35     0     0  con    0  1.0D+00  5.2D-02  1.270D+00  5.758D+00
   31   36     0     0  con    0  1.0D+00  8.6D-02  2.164D+00  5.673D+00
   32   37     0     0  con    0  1.0D+00  1.1D-01  1.713D+00  5.608D+00
   33   38     0     0  con    0  1.0D+00  2.7D-02  1.094D+00  5.583D+00
   34   39     0     0  con    0  1.0D+00  2.7D-02  9.206D-01  5.554D+00
   35   40     0     0  con    0  1.0D+00  6.3D-02  7.560D-01  5.512D+00
   36   41     0     0  con    0  1.0D+00  6.0D-02  7.235D-01  5.478D+00
   37   43     0     0  con    1  1.3D-01  1.6D-02  1.042D+00  5.474D+00
   38   44     0     0  con    0  1.0D+00  3.0D-02  6.277D-01  5.464D+00
   39   45     0     0  con    0  1.0D+00  1.1D-02  5.829D-01  5.458D+00
   40   46     0     0  con    0  1.0D+00  3.7D-02  1.277D+00  5.449D+00
   41   47     0     0  con    0  1.0D+00  1.8D-02  7.094D-01  5.440D+00
   42   48     0     0  con    0  1.0D+00  1.3D-02  6.887D-01  5.434D+00
   43   49     0     0  con    0  1.0D+00  2.0D-02  6.724D-01  5.426D+00
   44   50     0     0  con    0  1.0D+00  1.8D-02  4.335D-01  5.419D+00
   45   51     0     0  con    0  1.0D+00  4.4D-02  7.374D-01  5.411D+00
   46   53     0     0  con    1  5.0D-01  2.3D-02  6.890D-01  5.405D+00
   47   54     0     0  con    0  1.0D+00  6.8D-03  5.544D-01  5.401D+00
   48   56     0     0  con    1  2.4D-01  1.1D-02  5.378D-01  5.400D+00
   49   57     0     0  con    0  1.0D+00  8.8D-03  2.569D-01  5.397D+00
   50   58     0     0  con    0  1.0D+00  7.3D-03  1.338D-01  5.396D+00
   51   59     0     0  con    0  1.0D+00  1.0D-02  5.333D-01  5.395D+00
   52   60     0     0  con    0  1.0D+00  1.8D-02  4.364D-01  5.394D+00
   53   61     0     0  con    0  1.0D+00  6.6D-03  2.315D-01  5.393D+00
   54   62     0     0  con    0  1.0D+00  9.2D-03  2.537D-01  5.391D+00
   55   63     0     0  con    0  1.0D+00  9.2D-03  3.247D-01  5.390D+00
   56   64     0     0  con    0  1.0D+00  1.6D-02  3.001D-01  5.388D+00
   57   65     0     0  con    0  1.0D+00  3.2D-02  3.592D-01  5.384D+00
   58   66     0     0  con    0  1.0D+00  2.7D-02  1.958D-01  5.381D+00
   59   67     0     0  con    0  1.0D+00  1.2D-02  6.397D-01  5.380D+00
   60   68     0     0  con    0  1.0D+00  1.7D-02  3.611D-01  5.378D+00
   61   69     0     0  con    0  1.0D+00  5.0D-03  2.667D-01  5.378D+00
   62   70     0     0  con    0  1.0D+00  7.7D-03  1.902D-01  5.377D+00
   63   71     0     0  con    0  1.0D+00  5.1D-03  1.798D-01  5.376D+00
   64   72     0     0  con    0  1.0D+00  1.2D-02  3.603D-01  5.376D+00
   65   73     0     0  con    0  1.0D+00  9.7D-03  2.099D-01  5.375D+00
   66   74     0     0  con    0  1.0D+00  2.8D-03  1.390D-01  5.375D+00
   67   75     0     0  con    0  1.0D+00  2.0D-03  1.013D-01  5.375D+00
   68   76     0     0  con    0  1.0D+00  6.0D-03  1.187D-01  5.374D+00
   69   77     0     0  con    0  1.0D+00  7.4D-03  1.534D-01  5.374D+00
   70   78     0     0  con    0  1.0D+00  1.8D-02  1.406D-01  5.373D+00
   71   80     0     0  con    1  6.2D-02  3.3D-03  2.810D-01  5.372D+00
   72   81     0     0  con    0  1.0D+00  9.0D-03  1.410D-01  5.372D+00
   73   82     0     0  con    0  1.0D+00  4.8D-03  1.140D-01  5.372D+00
   74   83     0     0  con    0  1.0D+00  1.9D-03  1.462D-01  5.372D+00
   75   84     0     0  con    0  1.0D+00  4.5D-03  1.093D-01  5.371D+00
   76   86     0     0  con    1  1.4D-01  2.9D-03  2.214D-01  5.371D+00
   77   87     0     0  con    0  1.0D+00  5.4D-03  1.263D-01  5.371D+00
   78   88     0     0  con    0  1.0D+00  3.8D-03  7.690D-02  5.371D+00
   79   89     0     0  con    0  1.0D+00  2.7D-03  9.568D-02  5.371D+00
   80   90     0     0  con    0  1.0D+00  2.6D-03  1.368D-01  5.370D+00
   81   91     0     0  con    0  1.0D+00  6.3D-03  1.464D-01  5.370D+00
   82   92     0     0  con    0  1.0D+00  1.0D-02  1.264D-01  5.370D+00
   83   94     0     0  con    1  3.5D-01  7.4D-03  2.098D-01  5.369D+00
   84   95     0     0  con    0  1.0D+00  6.1D-03  1.155D-01  5.369D+00
   85   96     0     0  con    0  1.0D+00  2.7D-03  1.172D-01  5.369D+00
   86   97     0     0  con    0  1.0D+00  3.0D-03  9.392D-02  5.369D+00
   87   98     0     0  con    0  1.0D+00  9.0D-03  2.045D-01  5.368D+00
   88   99     0     0  con    0  1.0D+00  1.1D-02  4.607D-01  5.368D+00
   89  100     0     0  con    0  1.0D+00  2.9D-03  1.961D-01  5.368D+00
   90  101     0     0  con    0  1.0D+00  1.4D-03  1.295D-01  5.368D+00
   91  102     0     0  con    0  1.0D+00  3.7D-03  9.977D-02  5.367D+00
   92  103     0     0  con    0  1.0D+00  8.5D-03  1.231D-01  5.367D+00
   93  104     0     0  con    0  1.0D+00  1.7D-02  1.706D-01  5.366D+00
   94  106     0     0  con    1  2.0D-01  1.2D-02  2.349D-01  5.366D+00
   95  107     0     0  con    0  1.0D+00  3.0D-02  1.601D-01  5.365D+00
   96  108     0     0  con    0  1.0D+00  1.9D-02  1.738D-01  5.364D+00
   97  109     0     0  con    0  1.0D+00  5.2D-02  2.118D-01  5.363D+00
   98  110     0     0  con    0  1.0D+00  8.0D-03  2.872D-01  5.362D+00
   99  111     0     0  con    0  1.0D+00  2.6D-03  1.680D-01  5.362D+00
  100  112     0     0  con    0  1.0D+00  8.9D-03  2.013D-01  5.361D+00

STOP: TOTAL NO. of ITERATIONS REACHED LIMIT                 

 Total User time 3.433E-01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =           65     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     7.176D+03  9.961D+02
    1    4     1     0  ---    2  2.7D-06  8.1D-02  1.944D+03  5.802D+02
    2    5     0     0  con    0  1.0D+00  1.4D-02  1.771D+03  4.826D+02
    3    7     0     0  con    1  3.1D-01  3.5D-02  8.815D+02  3.298D+02
    4    8     0     0  con    0  1.0D+00  3.4D-02  1.197D+03  2.750D+02
    5    9     0     0  con    0  1.0D+00  3.7D-02  8.909D+02  2.007D+02
    6   10     0     0  con    0  1.0D+00  6.2D-02  4.593D+02  1.231D+02
    7   11     0     0  con    0  1.0D+00  5.7D-02  2.542D+02  8.621D+01
    8   12     0     0  con    0  1.0D+00  6.7D-02  1.459D+02  6.280D+01
    9   13     0     0  con    0  1.0D+00  7.4D-02  8.394D+01  4.879D+01
   10   14     0     0  con    0  1.0D+00  8.7D-02  4.733D+01  3.910D+01
   11   15     0     0  con    0  1.0D+00  1.1D-01  2.931D+01  3.119D+01
   12   16     0     0  con    0  1.0D+00  1.6D-01  3.118D+01  2.306D+01
   13   17     0     0  con    0  1.0D+00  2.2D-01  3.527D+01  1.693D+01
   14   18     0     0  con    0  1.0D+00  3.6D-01  2.935D+01  1.201D+01
   15   19     0     0  con    0  1.0D+00  3.5D-01  4.498D+01  1.106D+01
   16   20     0     0  con    0  1.0D+00  2.0D-02  2.137D+01  9.802D+00
   17   21     0     0  con    0  1.0D+00  7.2D-02  1.312D+01  9.007D+00
   18   22     0     0  con    0  1.0D+00  1.4D-01  1.028D+01  8.382D+00
   19   23     0     0  con    0  1.0D+00  1.7D-01  8.438D+00  7.661D+00
   20   24     0     0  con    0  1.0D+00  2.0D-01  5.804D+00  6.941D+00
   21   25     0     0  con    0  1.0D+00  2.0D-01  7.680D+00  6.282D+00
   22   26     0     0  con    0  1.0D+00  1.5D-01  4.400D+00  5.765D+00
   23   27     0     0  con    0  1.0D+00  1.1D-01  3.221D+00  5.470D+00
   24   28     0     0  con    0  1.0D+00  8.8D-02  3.230D+00  5.285D+00
   25   29     0     0  con    0  1.0D+00  5.0D-02  3.958D+00  5.218D+00
